# generated by unwrap_scan from RustPython @ 3290f287f (regenerate: cargo run --release -- $RUSTPYTHON_ROOT)
# module	name	kind	reachable	pattern	file:line
_ast	Comprehension.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1621
_ast	Comprehension.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1623
_ast	Comprehension.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1628
_ast	Comprehension.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1633
_ast	Constant.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:481
_ast	Constant.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:486
_ast	Constant.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:487
_ast	Constant.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:488
_ast	ConstantLiteral.ast_from_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:577
_ast	ConstantLiteral.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:522
_ast	ExceptHandlerExceptHandler.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/exception.rs:94
_ast	ExceptHandlerExceptHandler.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/exception.rs:95
_ast	ExceptHandlerExceptHandler.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/exception.rs:97
_ast	ExceptHandlerExceptHandler.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/exception.rs:99
_ast	ExceptHandlerExceptHandler.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/exception.rs:104
_ast	Expr.ast_to_object	helper	internal	unreachable	crates/vm/src/stdlib/_ast/expression.rs:50
_ast	ExprAttribute.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1226
_ast	ExprAttribute.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1227
_ast	ExprAttribute.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1229
_ast	ExprAttribute.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1231
_ast	ExprAttribute.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1233
_ast	ExprAwait.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:978
_ast	ExprAwait.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:979
_ast	ExprAwait.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:981
_ast	ExprBinOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:471
_ast	ExprBinOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:472
_ast	ExprBinOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:474
_ast	ExprBinOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:476
_ast	ExprBinOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:478
_ast	ExprBoolOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:372
_ast	ExprBoolOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:373
_ast	ExprBoolOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:375
_ast	ExprBoolOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:380
_ast	ExprCall.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1165
_ast	ExprCall.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1166
_ast	ExprCall.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1168
_ast	ExprCall.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1174
_ast	ExprCall.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1180
_ast	ExprCompare.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1111
_ast	ExprCompare.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1112
_ast	ExprCompare.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1114
_ast	ExprCompare.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1116
_ast	ExprCompare.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1121
_ast	ExprContext.ast_to_object	helper	internal	unreachable	crates/vm/src/stdlib/_ast/expression.rs:1575
_ast	ExprDict.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:688
_ast	ExprDict.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:689
_ast	ExprDict.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:691
_ast	ExprDict.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:696
_ast	ExprDictComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:876
_ast	ExprDictComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:877
_ast	ExprDictComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:879
_ast	ExprDictComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:881
_ast	ExprDictComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:883
_ast	ExprGenerator.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:935
_ast	ExprGenerator.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:936
_ast	ExprGenerator.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:938
_ast	ExprGenerator.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:940
_ast	ExprIf.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:620
_ast	ExprIf.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:621
_ast	ExprIf.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:623
_ast	ExprIf.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:625
_ast	ExprIf.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:627
_ast	ExprLambda.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:570
_ast	ExprLambda.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:571
_ast	ExprLambda.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:576
_ast	ExprLambda.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:578
_ast	ExprList.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1430
_ast	ExprList.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1431
_ast	ExprList.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1436
_ast	ExprList.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1438
_ast	ExprListComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:784
_ast	ExprListComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:785
_ast	ExprListComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:787
_ast	ExprListComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:789
_ast	ExprName.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1377
_ast	ExprName.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1378
_ast	ExprName.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1379
_ast	ExprName.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1381
_ast	ExprNamed.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:420
_ast	ExprNamed.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:421
_ast	ExprNamed.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:423
_ast	ExprNamed.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:425
_ast	ExprSet.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:739
_ast	ExprSet.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:740
_ast	ExprSet.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:745
_ast	ExprSetComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:829
_ast	ExprSetComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:830
_ast	ExprSetComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:832
_ast	ExprSetComp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:834
_ast	ExprSlice.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1545
_ast	ExprSlice.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1546
_ast	ExprSlice.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1548
_ast	ExprSlice.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1550
_ast	ExprSlice.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1552
_ast	ExprStarred.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1329
_ast	ExprStarred.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1330
_ast	ExprStarred.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1332
_ast	ExprStarred.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1334
_ast	ExprSubscript.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1279
_ast	ExprSubscript.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1280
_ast	ExprSubscript.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1282
_ast	ExprSubscript.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1284
_ast	ExprSubscript.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1286
_ast	ExprTuple.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1489
_ast	ExprTuple.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1490
_ast	ExprTuple.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1495
_ast	ExprTuple.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1497
_ast	ExprUnaryOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:522
_ast	ExprUnaryOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:523
_ast	ExprUnaryOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:525
_ast	ExprUnaryOp.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:527
_ast	ExprYield.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1020
_ast	ExprYield.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1021
_ast	ExprYield.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1023
_ast	ExprYieldFrom.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1061
_ast	ExprYieldFrom.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1062
_ast	ExprYieldFrom.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/expression.rs:1064
_ast	FormattedValue.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:610
_ast	FormattedValue.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:611
_ast	FormattedValue.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:613
_ast	FormattedValue.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:615
_ast	FormattedValue.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:621
_ast	Int.ast_from_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/basic.rs:38
_ast	Int.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/basic.rs:28
_ast	JoinedStr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:515
_ast	JoinedStr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:516
_ast	JoinedStr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:522
_ast	JoinedStr.into_expr	helper	internal	expect	crates/vm/src/stdlib/_ast/string.rs:417
_ast	Keyword.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:189
_ast	Keyword.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:190
_ast	Keyword.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:192
_ast	Keyword.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:194
_ast	MatchCase.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:17
_ast	MatchCase.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:18
_ast	MatchCase.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:20
_ast	MatchCase.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:22
_ast	MatchCase.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:27
_ast	ModExpression.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:179
_ast	ModExpression.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:180
_ast	ModExpression.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:182
_ast	ModFunctionType.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:215
_ast	ModFunctionType.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:216
_ast	ModFunctionType.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:221
_ast	ModFunctionType.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:223
_ast	ModInteractive.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:143
_ast	ModInteractive.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:144
_ast	ModInteractive.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:149
_ast	ModModule.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:90
_ast	ModModule.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:91
_ast	ModModule.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:96
_ast	ModModule.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/module.rs:102
_ast	Parameter.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:135
_ast	Parameter.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:136
_ast	Parameter.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:138
_ast	Parameter.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:140
_ast	Parameter.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:147
_ast	Parameters.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:23
_ast	Parameters.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:24
_ast	Parameters.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:30
_ast	Parameters.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:32
_ast	Parameters.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:34
_ast	Parameters.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:36
_ast	Parameters.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:42
_ast	Parameters.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:44
_ast	Parameters.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/parameter.rs:50
_ast	PatternMatchAs.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:673
_ast	PatternMatchAs.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:674
_ast	PatternMatchAs.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:676
_ast	PatternMatchAs.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:678
_ast	PatternMatchClass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:498
_ast	PatternMatchClass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:499
_ast	PatternMatchClass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:501
_ast	PatternMatchClass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:519
_ast	PatternMatchClass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:520
_ast	PatternMatchClass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:521
_ast	PatternMatchMapping.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:411
_ast	PatternMatchMapping.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:412
_ast	PatternMatchMapping.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:417
_ast	PatternMatchMapping.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:422
_ast	PatternMatchMapping.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:424
_ast	PatternMatchOr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:720
_ast	PatternMatchOr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:721
_ast	PatternMatchOr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:726
_ast	PatternMatchSequence.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:348
_ast	PatternMatchSequence.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:349
_ast	PatternMatchSequence.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:354
_ast	PatternMatchSingleton.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:274
_ast	PatternMatchSingleton.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:275
_ast	PatternMatchSingleton.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:277
_ast	PatternMatchStar.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:626
_ast	PatternMatchStar.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:627
_ast	PatternMatchStar.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:629
_ast	PatternMatchValue.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:226
_ast	PatternMatchValue.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:227
_ast	PatternMatchValue.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/pattern.rs:229
_ast	Stmt.ast_to_object	helper	internal	unreachable	crates/vm/src/stdlib/_ast/statement.rs:94
_ast	StmtAnnAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:878
_ast	StmtAnnAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:879
_ast	StmtAnnAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:881
_ast	StmtAnnAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:883
_ast	StmtAnnAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:885
_ast	StmtAnnAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:890
_ast	StmtAssert.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1451
_ast	StmtAssert.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1452
_ast	StmtAssert.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1454
_ast	StmtAssert.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1456
_ast	StmtAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:703
_ast	StmtAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:704
_ast	StmtAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:709
_ast	StmtAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:711
_ast	StmtAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:717
_ast	StmtAugAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:818
_ast	StmtAugAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:819
_ast	StmtAugAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:821
_ast	StmtAugAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:823
_ast	StmtAugAssign.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:825
_ast	StmtBreak.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1771
_ast	StmtBreak.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1772
_ast	StmtClassDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:520
_ast	StmtClassDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:521
_ast	StmtClassDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:523
_ast	StmtClassDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:532
_ast	StmtClassDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:541
_ast	StmtClassDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:546
_ast	StmtClassDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:555
_ast	StmtClassDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:564
_ast	StmtContinue.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1803
_ast	StmtContinue.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1804
_ast	StmtDelete.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:646
_ast	StmtDelete.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:647
_ast	StmtDelete.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:652
_ast	StmtExpr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1687
_ast	StmtExpr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1688
_ast	StmtExpr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1690
_ast	StmtFor.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:961
_ast	StmtFor.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:962
_ast	StmtFor.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:964
_ast	StmtFor.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:966
_ast	StmtFor.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:971
_ast	StmtFor.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:976
_ast	StmtFor.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:982
_ast	StmtFunctionDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:410
_ast	StmtFunctionDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:411
_ast	StmtFunctionDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:413
_ast	StmtFunctionDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:415
_ast	StmtFunctionDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:420
_ast	StmtFunctionDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:429
_ast	StmtFunctionDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:431
_ast	StmtFunctionDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:437
_ast	StmtFunctionDef.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:446
_ast	StmtGlobal.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1609
_ast	StmtGlobal.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1610
_ast	StmtGlobal.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1612
