# generated by unwrap_scan from RustPython @ 3290f287f (regenerate: cargo run --release -- $RUSTPYTHON_ROOT)
# module	name	kind	reachable	pattern	file:line
_ast	StmtImport.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1494
_ast	StmtImport.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1495
_ast	StmtImport.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1497
_ast	StmtImportFrom.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1562
_ast	StmtImportFrom.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1563
_ast	StmtImportFrom.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1565
_ast	StmtImportFrom.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1567
_ast	StmtImportFrom.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1572
_ast	StmtMatch.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1204
_ast	StmtMatch.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1205
_ast	StmtMatch.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1207
_ast	StmtMatch.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1209
_ast	StmtNonlocal.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1648
_ast	StmtNonlocal.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1649
_ast	StmtNonlocal.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1651
_ast	StmtPass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1719
_ast	StmtPass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1720
_ast	StmtPass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1737
_ast	StmtPass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1739
_ast	StmtPass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1741
_ast	StmtPass.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1743
_ast	StmtRaise.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1251
_ast	StmtRaise.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1252
_ast	StmtRaise.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1254
_ast	StmtRaise.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1256
_ast	StmtReturn.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:602
_ast	StmtReturn.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:603
_ast	StmtReturn.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:605
_ast	StmtTry.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1383
_ast	StmtTry.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1384
_ast	StmtTry.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1389
_ast	StmtTry.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1394
_ast	StmtTry.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1399
_ast	StmtTry.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1404
_ast	StmtTypeAlias.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:758
_ast	StmtTypeAlias.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:759
_ast	StmtTypeAlias.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:761
_ast	StmtTypeAlias.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:770
_ast	StmtTypeAlias.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:772
_ast	StmtWhile.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1040
_ast	StmtWhile.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1041
_ast	StmtWhile.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1043
_ast	StmtWhile.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1048
_ast	StmtWhile.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1053
_ast	StmtWith.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1146
_ast	StmtWith.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1147
_ast	StmtWith.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1149
_ast	StmtWith.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1154
_ast	StmtWith.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1160
_ast	TStringInterpolation.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:1123
_ast	TStringInterpolation.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:1124
_ast	TStringInterpolation.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:1126
_ast	TStringInterpolation.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:1127
_ast	TStringInterpolation.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:1129
_ast	TStringInterpolation.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:1135
_ast	TemplateStr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:1021
_ast	TemplateStr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:1022
_ast	TemplateStr.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:1028
_ast	TypeIgnoreTypeIgnore.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_ignore.rs:53
_ast	TypeIgnoreTypeIgnore.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_ignore.rs:54
_ast	TypeIgnoreTypeIgnore.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_ignore.rs:56
_ast	TypeIgnoreTypeIgnore.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_ignore.rs:57
_ast	TypeParamParamSpec.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:201
_ast	TypeParamParamSpec.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:202
_ast	TypeParamParamSpec.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:204
_ast	TypeParamParamSpec.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:206
_ast	TypeParamTypeVar.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:152
_ast	TypeParamTypeVar.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:153
_ast	TypeParamTypeVar.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:155
_ast	TypeParamTypeVar.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:157
_ast	TypeParamTypeVar.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:159
_ast	TypeParamTypeVarTuple.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:251
_ast	TypeParamTypeVarTuple.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:252
_ast	TypeParamTypeVarTuple.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:254
_ast	TypeParamTypeVarTuple.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/type_parameters.rs:256
_ast	WithItem.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/other.rs:113
_ast	WithItem.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/other.rs:114
_ast	WithItem.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/other.rs:120
_ast	WithItem.ast_to_object	helper	internal	unwrap	crates/vm/src/stdlib/_ast/other.rs:126
_ast	ast_constant_value_to_constant_data	fn	internal	expect	crates/vm/src/stdlib/_ast/constant.rs:284
_ast	ast_from_object_with_range	fn	internal	unreachable	crates/vm/src/stdlib/_ast/elif_else_clause.rs:91
_ast	ast_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/elif_else_clause.rs:27
_ast	ast_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/elif_else_clause.rs:28
_ast	ast_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/elif_else_clause.rs:31
_ast	ast_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/elif_else_clause.rs:36
_ast	ast_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/elif_else_clause.rs:58
_ast	constant_data_to_ast_constant_value	fn	internal	unreachable	crates/vm/src/stdlib/_ast/constant.rs:266
_ast	constant_data_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:427
_ast	constant_data_to_object	fn	internal	unreachable	crates/vm/src/stdlib/_ast/constant.rs:433
_ast	constant_literal_to_constant_data	fn	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:208
_ast	except_handler_list_from_field	fn	internal	unwrap	crates/vm/src/stdlib/_ast/statement.rs:1313
_ast	expr_constant_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:167
_ast	expr_constant_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:168
_ast	expr_constant_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:170
_ast	expr_constant_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:172
_ast	first_invalid_constant_type	fn	internal	unwrap	crates/vm/src/stdlib/_ast/constant.rs:374
_ast	format_spec_expr_to_ruff_format_spec	fn	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:330
_ast	fstring_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:686
_ast	populate_field_types	fn	internal	unreachable	crates/vm/src/stdlib/_ast/pyast.rs:1689
_ast	populate_field_types	fn	internal	panic	crates/vm/src/stdlib/_ast/pyast.rs:1698
_ast	populate_field_types	fn	internal	panic	crates/vm/src/stdlib/_ast/pyast.rs:1711
_ast	populate_field_types	fn	internal	expect	crates/vm/src/stdlib/_ast/pyast.rs:1731
_ast	populate_field_types	fn	internal	expect	crates/vm/src/stdlib/_ast/pyast.rs:1736
_ast	populate_field_types	fn	internal	expect	crates/vm/src/stdlib/_ast/pyast.rs:1740
_ast	populate_singletons	fn	internal	panic	crates/vm/src/stdlib/_ast/pyast.rs:1790
_ast	repr_ast_list	fn	internal	unwrap	crates/vm/src/stdlib/_ast/repr.rs:18
_ast	repr_ast_node	fn	internal	expect	crates/vm/src/stdlib/_ast/repr.rs:136
_ast	repr_ast_node	fn	internal	expect	crates/vm/src/stdlib/_ast/repr.rs:141
_ast	repr_ast_tuple	fn	internal	unwrap	crates/vm/src/stdlib/_ast/repr.rs:58
_ast	runtime_string_from_object	fn	internal	expect	crates/vm/src/stdlib/_ast/constant.rs:324
_ast	runtime_string_from_object	fn	internal	expect	crates/vm/src/stdlib/_ast/constant.rs:335
_ast	tstring_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast/string.rs:1202
_asyncio	PyFuture.awaited_by_add	helper	internal	unwrap	crates/stdlib/src/_asyncio.rs:736
_asyncio	PyFuture.awaited_by_add	helper	internal	unwrap	crates/stdlib/src/_asyncio.rs:740
_asyncio	PyFuture.awaited_by_discard	helper	internal	unwrap	crates/stdlib/src/_asyncio.rs:757
_asyncio	module_exec	fn	internal	expect	crates/stdlib/src/_asyncio.rs:55
_asyncio	new_invalid_state_error	fn	internal	unwrap	crates/stdlib/src/_asyncio.rs:2737
_codecs_windows	decode_code_page_errors	fn	internal	unwrap	crates/vm/src/stdlib/_codecs.rs:1132
_csv	FormatOptions.result	helper	internal	unwrap	crates/stdlib/src/csv.rs:748
_csv	FormatOptions.to_reader	helper	internal	unwrap	crates/stdlib/src/csv.rs:847
_csv	Writer.writerow_quoted_strings	helper	internal	unreachable	crates/stdlib/src/csv.rs:1316
_csv	read_quote_none_record	fn	internal	unwrap	crates/stdlib/src/csv.rs:1009
_csv	read_quote_none_record	fn	internal	unwrap	crates/stdlib/src/csv.rs:1034
_csv	read_quote_none_record	fn	internal	unwrap	crates/stdlib/src/csv.rs:1042
_csv	write_lineterminator	fn	internal	unreachable	crates/stdlib/src/csv.rs:1275
_ctypes	PyCData.from_buffer_shared	helper	internal	expect	crates/vm/src/stdlib/_ctypes/base.rs:567
_ctypes	PyCField.value_to_bytes	helper	internal	expect	crates/vm/src/stdlib/_ctypes/base.rs:1502
_ctypes	PyCField.value_to_bytes	helper	internal	unreachable	crates/vm/src/stdlib/_ctypes/base.rs:1503
_ctypes	PyCField.value_to_bytes_for_type	helper	internal	expect	crates/vm/src/stdlib/_ctypes/base.rs:1553
_ctypes	PyCField.value_to_bytes_for_type	helper	internal	expect	crates/vm/src/stdlib/_ctypes/base.rs:1571
_ctypes	PyCField.value_to_bytes_for_type	helper	internal	expect	crates/vm/src/stdlib/_ctypes/base.rs:1589
_ctypes	PyCPointer.getitem_by_slice	helper	internal	expect	crates/vm/src/stdlib/_ctypes/pointer.rs:502
_ctypes	PyCPointer.write_value_at_address	helper	internal	expect	crates/vm/src/stdlib/_ctypes/pointer.rs:690
_ctypes	PyCPointer.write_value_at_address	helper	internal	expect	crates/vm/src/stdlib/_ctypes/pointer.rs:691
_ctypes	PyCPointer.write_value_at_address	helper	internal	expect	crates/vm/src/stdlib/_ctypes/pointer.rs:692
_ctypes	PyCPointer.write_value_at_address	helper	internal	expect	crates/vm/src/stdlib/_ctypes/pointer.rs:693
_ctypes	PyCStructType.process_fields	helper	internal	expect	crates/vm/src/stdlib/_ctypes/structure.rs:320
_ctypes	PyCStructType.process_fields	helper	internal	expect	crates/vm/src/stdlib/_ctypes/structure.rs:326
_ctypes	PyCStructType.process_fields	helper	internal	expect	crates/vm/src/stdlib/_ctypes/structure.rs:426
_ctypes	PyCUnionType.process_fields	helper	internal	expect	crates/vm/src/stdlib/_ctypes/union.rs:219
_ctypes	PyCUnionType.process_fields	helper	internal	expect	crates/vm/src/stdlib/_ctypes/union.rs:225
_ctypes	PyCUnionType.process_fields	helper	internal	expect	crates/vm/src/stdlib/_ctypes/union.rs:284
_ctypes	StgInfo.proto	helper	internal	expect	crates/vm/src/stdlib/_ctypes/base.rs:236
_ctypes	build_callargs	fn	internal	args-index	crates/vm/src/stdlib/_ctypes/function.rs:1301
_ctypes	build_callargs_with_paramflags	fn	internal	args-index	crates/vm/src/stdlib/_ctypes/function.rs:1231
_ctypes	build_callargs_with_paramflags	fn	internal	args-index	crates/vm/src/stdlib/_ctypes/function.rs:1262
_ctypes	cast_check_pointertype	fn	internal	expect	crates/vm/src/stdlib/_ctypes/function.rs:526
_ctypes	char_array_get_raw	fn	internal	unwrap	crates/vm/src/stdlib/_ctypes/array.rs:1084
_ctypes	char_array_get_value	fn	internal	unwrap	crates/vm/src/stdlib/_ctypes/array.rs:1058
_ctypes	char_array_set_raw	fn	internal	unwrap	crates/vm/src/stdlib/_ctypes/array.rs:1096
_ctypes	char_array_set_value	fn	internal	unwrap	crates/vm/src/stdlib/_ctypes/array.rs:1067
_ctypes	com_error	fn	internal	unwrap	crates/vm/src/stdlib/_ctypes.rs:344
_ctypes	convert_raw_result	fn	internal	unwrap	crates/vm/src/stdlib/_ctypes/function.rs:1440
_ctypes	get_field_format	fn	internal	expect	crates/vm/src/stdlib/_ctypes/base.rs:344
_ctypes	is_cwchar_array_or_pointer	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:964
_ctypes	make_fields	fn	internal	expect	crates/vm/src/stdlib/_ctypes/base.rs:2209
_ctypes	new_simple_type	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:71
_ctypes	resolve_com_method	fn	internal	args-index	crates/vm/src/stdlib/_ctypes/function.rs:1115
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:759
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:767
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:775
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:783
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:791
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:799
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:807
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:815
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:823
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:831
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:895
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:908
_ctypes	value_to_bytes_endian	fn	internal	expect	crates/vm/src/stdlib/_ctypes/simple.rs:921
_ctypes	wchar_array_get_value	fn	internal	unwrap	crates/vm/src/stdlib/_ctypes/array.rs:1109
_ctypes	wchar_array_set_value	fn	internal	unwrap	crates/vm/src/stdlib/_ctypes/array.rs:1120
_hashlib	_constructors	fn	internal	unwrap	crates/stdlib/src/hashlib.rs:72
_hashlib	openssl_md_meth_names	fn	internal	expect	crates/stdlib/src/hashlib.rs:62
_io	BufferedData.raw_read	helper	internal	unwrap	crates/vm/src/stdlib/_io.rs:1350
_io	BufferedData.raw_read	helper	internal	unwrap	crates/vm/src/stdlib/_io.rs:1373
_io	BufferedData.raw_write	helper	internal	unwrap	crates/vm/src/stdlib/_io.rs:1070
_io	BufferedData.read_all	helper	internal	unwrap	crates/vm/src/stdlib/_io.rs:1423
_io	BufferedData.read_all	helper	internal	unwrap	crates/vm/src/stdlib/_io.rs:1445
_io	BufferedData.readinto_generic	helper	internal	unwrap	crates/vm/src/stdlib/_io.rs:1509
_io	BufferedData.readinto_generic	helper	internal	unwrap	crates/vm/src/stdlib/_io.rs:1537
_io	BufferedData.write	helper	internal	unwrap	crates/vm/src/stdlib/_io.rs:1193
_io	BufferedData.write	helper	internal	unwrap	crates/vm/src/stdlib/_io.rs:1220
_io	Newlines.try_from_object	helper	internal	expect	crates/vm/src/stdlib/_io.rs:2408
_io	TextIOCookie.parse	helper	internal	unwrap	crates/vm/src/stdlib/_io.rs:2611
_io	buffered_read	fn	internal	unwrap	crates/vm/src/stdlib/_io.rs:5337
_io	buffered_seek	fn	internal	unwrap	crates/vm/src/stdlib/_io.rs:5348
_io	buffered_seek	fn	internal	unwrap	crates/vm/src/stdlib/_io.rs:5349
_io	create_unsupported_operation	fn	internal	unwrap	crates/vm/src/stdlib/_io.rs:5279
_json	JsonScanner.parse_number	helper	internal	unwrap	crates/stdlib/src/json.rs:241
_json	JsonScanner.parse_number	helper	internal	unwrap	crates/stdlib/src/json.rs:246
_json	encode_string	fn	internal	expect	crates/stdlib/src/json.rs:707
_lzma	add_bcj_filter	fn	internal	unreachable	crates/stdlib/src/lzma.rs:309
_lzma	add_bcj_filter	fn	internal	unreachable	crates/stdlib/src/lzma.rs:333
_multiprocessing	flags	fn	internal	unwrap	crates/stdlib/src/multiprocessing.rs:852
_multiprocessing	flags	fn	internal	unwrap	crates/stdlib/src/multiprocessing.rs:859
_multiprocessing	flags	fn	internal	unwrap	crates/stdlib/src/multiprocessing.rs:867
_operator	PyAttrGetter.get_single_attr	helper	internal	expect	crates/vm/src/stdlib/_operator.rs:386
_signal	init_signal_handlers	fn	internal	expect	crates/vm/src/stdlib/_signal.rs:206
_signal	init_signal_handlers	fn	internal	expect	crates/vm/src/stdlib/_signal.rs:208
_socket	PySocket.extract_address	helper	internal	unreachable	crates/stdlib/src/socket.rs:1147
_socket	PySocket.extract_address	helper	internal	unreachable	crates/stdlib/src/socket.rs:1173
_socket	get_addr	fn	internal	unwrap	crates/stdlib/src/socket.rs:2922
_socket	get_addr	fn	internal	unwrap	crates/stdlib/src/socket.rs:2965
_sqlite3	Row.subscript	helper	internal	unwrap	crates/stdlib/src/_sqlite3.rs:2242
_sqlite3	SqliteRaw.error_extended	helper	internal	unwrap	crates/stdlib/src/_sqlite3.rs:2881
_sqlite3	adapters	fn	internal	expect	crates/stdlib/src/_sqlite3.rs:848
_sqlite3	converters	fn	internal	expect	crates/stdlib/src/_sqlite3.rs:844
_sqlite3	enable_traceback	fn	internal	expect	crates/stdlib/src/_sqlite3.rs:860
_sqlite3	sqlite_version	fn	internal	unwrap	crates/stdlib/src/_sqlite3.rs:135
_sqlite3	threadsafety	fn	internal	panic	crates/stdlib/src/_sqlite3.rs:145
_sqlite3	user_function_exception	fn	internal	expect	crates/stdlib/src/_sqlite3.rs:854
_ssl	PySSLSocket.sock_recv_at_most_one_tls_record	helper	internal	expect	crates/stdlib/src/ssl.rs:2837
_ssl	PySSLSocket.track_used_ca_from_capath	helper	internal	expect	crates/stdlib/src/ssl.rs:2558
_ssl	_openssl_api_version	fn	internal	expect	crates/stdlib/src/openssl.rs:322
_ssl	convert_openssl_error	fn	internal	expect	crates/stdlib/src/openssl.rs:3852
_ssl	generate_session_id_from_metadata	fn	internal	unwrap	crates/stdlib/src/ssl.rs:472
_sysconfigdata	build_time_vars	fn	internal	unwrap	crates/vm/src/stdlib/_sysconfigdata.rs:42
_thread	thread_to_rust_id	fn	internal	unreachable	crates/vm/src/stdlib/_thread.rs:438
_thread	thread_to_rust_id	fn	internal	expect	crates/vm/src/stdlib/_thread.rs:446
_tkinter	TkApp.tcl_obj_to_bool	helper	internal	panic	crates/stdlib/src/tkinter.rs:193
_tkinter	TkApp.unicode_from_object	helper	internal	unwrap	crates/stdlib/src/tkinter.rs:250
_tkinter	TkApp.unicode_from_string	helper	internal	unwrap	crates/stdlib/src/tkinter.rs:232
_tkinter	varname_converter	fn	internal	todo	crates/stdlib/src/tkinter.rs:166
_tokenize	emit_next_token	fn	internal	unreachable	crates/stdlib/src/_tokenize.rs:166
_tokenize	emit_next_token	fn	internal	unwrap	crates/stdlib/src/_tokenize.rs:297
array	PyArray.__contains__	helper	internal	expect	crates/stdlib/src/array.rs:1220
array	Ucs4Char.fmt	helper	internal	unreachable	crates/stdlib/src/array.rs:620
array	Ucs4Char.to_object	helper	internal	unreachable	crates/stdlib/src/array.rs:606
array	WideChar.fmt	helper	internal	unreachable	crates/stdlib/src/array.rs:648
array	WideChar.to_object	helper	internal	unreachable	crates/stdlib/src/array.rs:579
array	module_exec	fn	internal	expect	crates/stdlib/src/array.rs:1725
binascii	hex_nibble	fn	internal	unreachable	crates/stdlib/src/binascii.rs:43
builtins	AnySet.as_inner	helper	internal	unreachable	crates/vm/src/builtins/set.rs:1356
builtins	Frame.f_trace_lines	helper	internal	unreachable	crates/vm/src/builtins/frame.rs:597
builtins	Frame.f_trace_opcodes	helper	internal	unreachable	crates/vm/src/builtins/frame.rs:629
builtins	Frame.set_f_trace_lines	helper	internal	unreachable	crates/vm/src/builtins/frame.rs:611
builtins	Frame.set_f_trace_opcodes	helper	internal	unreachable	crates/vm/src/builtins/frame.rs:642
builtins	Py.__init_methods	helper	internal	unwrap	crates/vm/src/builtins/module.rs:140
builtins	Py.__init_methods	helper	internal	unwrap	crates/vm/src/builtins/module.rs:143
builtins	Py.as_ref	helper	internal	expect	crates/vm/src/builtins/str.rs:102
builtins	Py.dict	helper	internal	unwrap	crates/vm/src/builtins/module.rs:251
builtins	Py.getattr_inner	helper	internal	unwrap	crates/vm/src/builtins/module.rs:201
builtins	Py.getattr_inner	helper	internal	unwrap	crates/vm/src/builtins/module.rs:212
builtins	Py.init_dict	helper	internal	expect	crates/vm/src/builtins/module.rs:263
builtins	Py.init_dict	helper	internal	expect	crates/vm/src/builtins/module.rs:265
builtins	Py.init_dict	helper	internal	expect	crates/vm/src/builtins/module.rs:267
builtins	Py.init_dict	helper	internal	expect	crates/vm/src/builtins/module.rs:269
builtins	Py.init_dict	helper	internal	expect	crates/vm/src/builtins/module.rs:271
builtins	Py.invoke_exact_args_slots	helper	internal	expect	crates/vm/src/builtins/function.rs:776
builtins	Py.to_attributes	helper	internal	expect	crates/vm/src/builtins/dict.rs:703
builtins	PyBaseObject.cmp	helper	internal	unwrap	crates/vm/src/builtins/object.rs:325
builtins	PyDict.contains_key	helper	internal	unwrap	crates/vm/src/builtins/dict.rs:283
builtins	PyExact.as_ref	helper	internal	expect	crates/vm/src/builtins/str.rs:1944
builtins	PyFunction.set___doc__	helper	internal	unreachable	crates/vm/src/builtins/function.rs:916
builtins	PyGenericAlias.repr	helper	internal	unwrap	crates/vm/src/builtins/genericalias.rs:153
builtins	PyMemoryView.to_contiguous	helper	internal	unwrap	crates/vm/src/builtins/memory.rs:464
builtins	PyMemoryView.to_contiguous	helper	internal	unwrap	crates/vm/src/builtins/memory.rs:465
builtins	PyModule.__init_dict_from_def	helper	internal	unwrap	crates/vm/src/builtins/module.rs:132
builtins	PyModule.__init_dict_from_def	helper	internal	unwrap	crates/vm/src/builtins/module.rs:133
builtins	PyObjBag.make_constant	helper	internal	unimplemented	crates/vm/src/builtins/code.rs:318
builtins	PyProperty.clone_property_with	helper	internal	unwrap	crates/vm/src/builtins/property.rs:229
builtins	PyRange.compute_length	helper	internal	unreachable	crates/vm/src/builtins/range.rs:205
builtins	PyRefExact.as_ref	helper	internal	expect	crates/vm/src/builtins/str.rs:1937
builtins	PySlice.inner_indices	helper	internal	unwrap	crates/vm/src/builtins/slice.rs:178
builtins	PyStr.as_ref	helper	internal	expect	crates/vm/src/builtins/str.rs:95
builtins	PyStr.ensure_valid_utf8	helper	internal	unwrap	crates/vm/src/builtins/str.rs:537
builtins	PyStr.expect_str	helper	internal	expect	crates/vm/src/builtins/str.rs:526
builtins	PyStrInterned.as_ref	helper	internal	expect	crates/vm/src/builtins/str.rs:2548
builtins	PyStrRef.as_ref	helper	internal	expect	crates/vm/src/builtins/str.rs:109
builtins	PyTemplate.concat	helper	internal	unwrap	crates/vm/src/builtins/template.rs:140
builtins	PyTemplate.concat	helper	internal	unwrap	crates/vm/src/builtins/template.rs:168
builtins	PyType.modified_inner	helper	internal	unwrap	crates/vm/src/builtins/type.rs:532
builtins	PyType.new_heap_inner	helper	internal	unwrap	crates/vm/src/builtins/type.rs:839
builtins	PyType.new_static	helper	internal	unwrap	crates/vm/src/builtins/type.rs:916
